ticker,view_date,fiscal_period,filing_type,view_bps,confidence,sentiment,eps_surprise
CSGP,2017-10-27,Q3_2017,10-Q,58,medium,negative,-88.23529411764706
CSGP,2016-02-27,FY2015,10-K,115,medium,negative,-86.85185185185185
CSGP,2017-07-28,Q2_2017,10-Q,46,medium,negative,-83.0
CSGP,2018-07-26,Q2_2018,10-Q,17,medium,negative,-87.5
CSGP,2018-04-26,Q1_2018,10-Q,140,medium,negative,-87.1559633027523
CSGP,2017-02-25,FY2016,10-K,238,medium,positive,-92.60162601626017
CSGP,2018-10-25,Q3_2018,10-Q,47,medium,negative,-92.0
CSGP,2019-04-25,Q1_2019,10-Q,95,medium,negative,-5.695190454713185
CSGP,2019-07-25,Q2_2019,10-Q,182,medium,negative,-15.123071546257918
CSGP,2018-02-24,FY2017,10-K,283,medium,positive,-90.39999999999999
CSGP,2019-10-24,Q3_2019,10-Q,112,medium,negative,-12.8954349289306
CSGP,2020-04-30,Q1_2020,10-Q,108,medium,negative,-11.828241414275004
CSGP,2020-10-29,Q3_2020,10-Q,47,medium,negative,-27.637609146606206
CSGP,2020-07-30,Q2_2020,10-Q,85,medium,negative,-20.031987205117954
CSGP,2019-03-01,FY2018,10-K,243,medium,positive,-89.77777777777777
CSGP,2021-04-29,Q1_2021,10-Q,40,medium,negative,-20.988065039298036
CSGP,2020-02-27,FY2019,10-K,129,medium,positive,-8.368967623701892
CSGP,2021-07-29,Q2_2021,10-Q,87,medium,negative,-29.975053612849578
CSGP,2021-02-25,FY2020,10-K,196,medium,positive,-62.37959403034438
CSGP,2021-10-28,Q3_2021,10-Q,73,medium,negative,-31.958324473740163
CSGP,2022-04-29,Q1_2022,10-Q,209,medium,negative,-15.378955114054444
CSGP,2022-07-28,Q2_2022,10-Q,71,medium,negative,0.5891651099295785
CSGP,2022-02-24,FY2021,10-K,123,medium,negative,-17.500257811694343
CSGP,2023-04-27,Q1_2023,10-Q,6,medium,negative,-17.465807263008966
CSGP,2022-10-27,Q3_2022,10-Q,15,medium,negative,-24.808889260203017
CSGP,2023-07-27,Q2_2023,10-Q,29,medium,negative,-17.43725231175694
CSGP,2023-10-26,Q3_2023,10-Q,4,medium,negative,-25.385789384432762
CSGP,2023-02-23,FY2022,10-K,146,medium,positive,-12.156418248795692
CSGP,2024-04-25,Q1_2024,10-Q,-4,medium,negative,-75.22957950700822
CVS,2006-03-15,FY2005,10-K,216,medium,positive,23.076923076923066
CSGP,2024-10-24,Q3_2024,10-Q,23,medium,negative,-20.029527559055122
CSGP,2024-07-26,Q2_2024,10-Q,85,medium,negative,-55.040091638029786
CSGP,2024-02-23,FY2023,10-K,179,medium,negative,-24.547283702213278
CSGP,2025-05-02,Q1_2025,10-Q,16,medium,negative,-131.47615310837912
CSGP,2025-07-24,Q2_2025,10-Q,-100,medium,negative,-89.40185830429732
CVS,2006-05-10,Q1_2006,10-Q,38,medium,negative,5.405405405405411
CVS,2007-02-28,FY2006,10-K,-68,medium,negative,13.953488372093023
CSGP,2025-10-30,Q3_2025,10-Q,44,medium,negative,-140.42845372150506
CSGP,2025-02-21,FY2024,10-K,49,medium,negative,-31.91412101130226
CVS,2006-08-09,Q2_2006,10-Q,31,medium,negative,17.64705882352941
CVS,2006-11-04,Q3_2006,10-Q,13,medium,negative,6.451612903225811
CVS,2007-05-09,Q1_2007,10-Q,-18,medium,negative,-8.510638297872337
CVS,2008-02-28,FY2007,10-K,5,medium,negative,0.0
CVS,2009-02-28,FY2008,10-K,51,medium,negative,-2.9411764705882377
CVS,2008-05-02,Q1_2008,10-Q,-21,medium,negative,-7.272727272727278
CVS,2008-08-01,Q2_2008,10-Q,22,medium,negative,-11.666666666666659
CVS,2007-08-09,Q2_2007,10-Q,62,medium,negative,4.444444444444437
CVS,2007-11-02,Q3_2007,10-Q,-3,medium,negative,4.651162790697678
CVS,2008-11-01,Q3_2008,10-Q,13,medium,negative,-16.666666666666664
CVS,2009-05-06,Q1_2009,10-Q,61,medium,negative,-5.660377358490571
CVS,2010-05-05,Q1_2010,10-Q,148,medium,positive,-1.785714285714287
CVS,2009-08-05,Q2_2009,10-Q,174,medium,positive,-4.761904761904765
CVS,2011-05-06,Q1_2011,10-Q,137,medium,positive,-1.8867924528301903
CVS,2010-07-30,Q2_2010,10-Q,97,medium,positive,-15.492957746478872
CVS,2010-11-04,Q3_2010,10-Q,204,medium,positive,-9.230769230769239
CVS,2010-02-27,FY2009,10-K,38,medium,negative,-1.2987012987012998
CVS,2009-11-06,Q3_2009,10-Q,138,medium,positive,12.698412698412692
CVS,2011-02-19,FY2010,10-K,27,medium,negative,-3.8461538461538494
CVS,2011-08-05,Q2_2011,10-Q,167,medium,positive,-4.761904761904765
CVS,2012-05-03,Q1_2012,10-Q,222,medium,positive,-3.2786885245901667
CVS,2011-11-04,Q3_2011,10-Q,221,medium,positive,-1.5151515151515165
CVS,2012-08-08,Q2_2012,10-Q,202,medium,positive,-5.06329113924051
CVS,2013-05-02,Q1_2013,10-Q,174,medium,positive,2.6666666666666687
CVS,2012-02-18,FY2011,10-K,-77,medium,negative,-7.8651685393258495
CVS,2012-11-07,Q3_2012,10-Q,136,medium,negative,-4.8192771084337265
CVS,2013-02-16,FY2012,10-K,-114,medium,negative,-15.094339622641511
CVS,2014-05-03,Q1_2014,10-Q,206,medium,positive,-10.377358490566046
CVS,2013-11-06,Q3_2013,10-Q,94,medium,negative,3.030303030303033
CVS,2013-08-07,Q2_2013,10-Q,34,medium,negative,-4.210526315789466
CVS,2014-08-06,Q2_2014,10-Q,190,medium,positive,-0.9345794392523372
CVS,2015-05-02,Q1_2015,10-Q,190,medium,positive,4.901960784313729
CVS,2014-11-05,Q3_2014,10-Q,142,medium,negative,-27.027027027027028
CVS,2014-02-12,FY2013,10-K,100,medium,negative,-4.545454545454549
CVS,2015-08-05,Q2_2015,10-Q,78,medium,positive,-5.08474576271185
CVS,2015-02-11,FY2014,10-K,100,medium,negative,-1.6806722689075646
CVS,2015-10-31,Q3_2015,10-Q,168,medium,positive,-14.615384615384611
CVS,2016-05-04,Q1_2016,10-Q,171,medium,positive,-8.771929824561392
CVS,2016-02-10,FY2015,10-K,100,medium,negative,-12.418300653594768
CVS,2016-08-03,Q2_2016,10-Q,162,medium,positive,-32.8125
CVS,2016-11-09,Q3_2016,10-Q,200,medium,positive,-4.666666666666671
CVS,2017-05-03,Q1_2017,10-Q,158,medium,positive,-10.679611650485436
CVS,2017-02-10,FY2016,10-K,-83,medium,negative,-2.453987730061338
CVS,2017-08-09,Q2_2017,10-Q,181,medium,positive,-17.05426356589147
CVS,2018-02-15,FY2017,10-K,-62,medium,negative,73.11827956989248
CVS,2017-11-07,Q3_2017,10-Q,148,medium,positive,-14.864864864864863
CVS,2018-05-03,Q1_2018,10-Q,42,medium,negative,-26.86567164179105
CVS,2018-08-09,Q2_2018,10-Q,-19,medium,negative,nan
CVS,2019-03-01,FY2018,10-K,31,medium,negative,-118.87755102040818
CVS,2018-11-07,Q3_2018,10-Q,89,medium,negative,-19.5266272189349
CVS,2019-05-02,Q1_2019,10-Q,112,medium,negative,-27.48223647443914
CVS,2019-08-08,Q2_2019,10-Q,35,medium,negative,-12.04665659236872
CVS,2020-05-07,Q1_2020,10-Q,144,medium,negative,-5.829927618297302
CVS,2019-11-07,Q3_2019,10-Q,95,medium,negative,-33.919212000722936
CVS,2020-11-07,Q3_2020,10-Q,227,medium,negative,-30.07939372067845
CVS,2021-05-05,Q1_2021,10-Q,145,medium,positive,-2.666249522021771
CVS,2020-08-06,Q2_2020,10-Q,173,medium,negative,18.259595510321542
CVS,2021-08-05,Q2_2021,10-Q,170,medium,positive,1.6486442007028375
CVS,2022-05-05,Q1_2022,10-Q,194,medium,positive,-18.292733592765444
CVS,2021-11-04,Q3_2021,10-Q,134,medium,negative,-32.789676494309525
CVS,2020-02-19,FY2019,10-K,176,medium,negative,-20.934988348314075
CVS,2021-02-17,FY2020,10-K,100,medium,negative,-40.2445129927809
CVS,2022-08-04,Q2_2022,10-Q,157,medium,positive,5.0126336159656
CVS,2022-11-03,Q3_2022,10-Q,91,medium,negative,nan
CVS,2023-05-04,Q1_2023,10-Q,149,medium,positive,-21.556322560401632
CVS,2022-02-10,FY2021,10-K,102,medium,negative,-46.89210426488918
CVS,2023-08-03,Q2_2023,10-Q,121,medium,negative,-30.063651527967455
CVS,2024-05-02,Q1_2024,10-Q,115,medium,negative,-48.09515102541568
CVS,2023-11-02,Q3_2023,10-Q,140,medium,negative,-17.909747631109866
CVS,2024-08-08,Q2_2024,10-Q,97,medium,negative,-18.85919480698847
CVS,2023-02-09,FY2022,10-K,164,medium,negative,-7.91609439380697
CVS,2024-11-07,Q3_2024,10-Q,44,medium,negative,-95.18812281080478
CVS,2025-05-02,Q1_2025,10-Q,127,medium,negative,-17.186940204272222
CVS,2024-02-08,FY2023,10-K,173,medium,negative,-20.125388070048526
CVS,2025-08-01,Q2_2025,10-Q,57,medium,negative,-45.13182080052673
CVS,2025-10-30,Q3_2025,10-Q,43,medium,negative,nan
CVX,2006-05-05,Q1_2006,10-Q,-61,medium,negative,2.2727272727272747
CVX,2006-08-04,Q2_2006,10-Q,3,medium,negative,-15.086206896551719
CVX,2007-05-05,Q1_2007,10-Q,-92,medium,negative,47.297297297297305
CVX,2006-11-04,Q3_2006,10-Q,48,medium,negative,29.37853107344633
CVS,2025-02-13,FY2024,10-K,50,medium,negative,42.2926631713751
CVX,2007-08-04,Q2_2007,10-Q,-41,medium,negative,8.154506437768237
CVX,2007-11-07,Q3_2007,10-Q,-39,medium,negative,-19.354838709677416
CVX,2008-05-09,Q1_2008,10-Q,-64,medium,negative,5.982905982905988
CVX,2008-08-08,Q2_2008,10-Q,-46,medium,negative,-8.22784810126583
CVX,2008-11-07,Q3_2008,10-Q,-66,medium,negative,45.28301886792453
CVX,2009-05-08,Q1_2009,10-Q,-32,medium,negative,2.222222222222224
CVX,2009-08-07,Q2_2009,10-Q,-77,medium,negative,-15.533980582524274
CVX,2009-11-06,Q3_2009,10-Q,-70,medium,negative,56.96220679508197
CVX,2010-05-06,Q1_2010,10-Q,-114,medium,negative,49.34210526315789
CVX,2006-03-02,FY2005,10-K,0,medium,negative,-2.604166666666657
CVX,2010-08-06,Q2_2010,10-Q,-65,medium,negative,23.85321100917431
CVX,2010-11-06,Q3_2010,10-Q,27,medium,negative,-23.045267489711936
CVX,2007-03-01,FY2006,10-K,39,medium,negative,2.325581395348839
CVX,2011-05-06,Q1_2011,10-Q,-76,medium,negative,5.460750853242311
CVX,2008-02-29,FY2007,10-K,-12,medium,negative,-19.354838709677416
CVX,2011-08-05,Q2_2011,10-Q,-62,medium,negative,17.73700305810398
CVX,2012-05-04,Q1_2012,10-Q,-17,medium,negative,-2.3880597014925393
CVX,2011-11-04,Q3_2011,10-Q,-52,medium,negative,28.947368421052627
CVX,2009-02-27,FY2008,10-K,37,medium,negative,65.1006711409396
CVX,2010-02-26,FY2009,10-K,34,medium,negative,-17.647058823529417
CVX,2012-08-03,Q2_2012,10-Q,57,medium,negative,25.342465753424666
CVX,2012-11-07,Q3_2012,10-Q,-65,medium,negative,-12.944983818770226
CVX,2013-05-03,Q1_2013,10-Q,-39,medium,negative,6.71140939597316
CVX,2013-08-08,Q2_2013,10-Q,-48,medium,negative,-12.063492063492061
CVX,2013-11-09,Q3_2013,10-Q,-80,medium,negative,-9.824561403508781
CVX,2014-05-03,Q1_2014,10-Q,-72,medium,negative,-11.278195488721813
CVX,2011-02-25,FY2010,10-K,39,medium,negative,nan
CVX,2014-08-07,Q2_2014,10-Q,-94,medium,negative,27.35042735042736
CVX,2014-11-08,Q3_2014,10-Q,-80,medium,negative,37.20930232558141
CVX,2015-05-08,Q1_2015,10-Q,-166,medium,negative,168.62745098039218
CVX,2012-02-24,FY2011,10-K,10,medium,negative,-16.7741935483871
CVX,2015-11-07,Q3_2015,10-Q,-61,medium,negative,nan
CVX,2015-08-06,Q2_2015,10-Q,-99,medium,negative,-79.86577181208054
CVX,2016-05-06,Q1_2016,10-Q,-135,medium,negative,-62.500000000000014
CVX,2016-08-05,Q2_2016,10-Q,-91,medium,negative,nan
CVX,2016-11-04,Q3_2016,10-Q,-53,medium,negative,172.00000000000003
CVX,2017-05-05,Q1_2017,10-Q,-93,medium,negative,161.1111111111111
CVX,2017-08-04,Q2_2017,10-Q,-75,medium,negative,-4.938271604938276
CVX,2017-11-03,Q3_2017,10-Q,-88,medium,negative,-7.207207207207213
CVX,2018-05-04,Q1_2018,10-Q,-48,medium,negative,79.24528301886791
CVX,2018-08-03,Q2_2018,10-Q,-51,medium,negative,-25.83333333333333
CVX,2018-11-09,Q3_2018,10-Q,-124,medium,negative,4.975124378109458
CVX,2015-02-21,FY2014,10-K,24,medium,negative,31.20567375886526
CVX,2013-02-23,FY2012,10-K,55,medium,negative,32.61648745519714
CVX,2016-02-26,FY2015,10-K,31,medium,negative,-150.81967213114754
CVX,2019-05-03,Q1_2019,10-Q,-24,medium,negative,6.965863268384272
CVX,2014-02-22,FY2013,10-K,48,medium,negative,0.0
CVX,2019-08-08,Q2_2019,10-Q,-108,medium,negative,28.984601397806692
CVX,2019-11-08,Q3_2019,10-Q,-71,medium,negative,-10.014821088291335
CVX,2017-02-24,FY2016,10-K,67,medium,negative,-77.08333333333334
CVX,2020-05-07,Q1_2020,10-Q,-70,medium,negative,194.98074218988813
CVX,2020-08-06,Q2_2020,10-Q,-70,medium,negative,nan
CVX,2020-11-06,Q3_2020,10-Q,4,medium,negative,53.225492106801795
CVX,2021-05-07,Q1_2021,10-Q,-14,medium,negative,-18.855867735064415
CVX,2021-08-06,Q2_2021,10-Q,2,medium,negative,0.6941603680371621
CVX,2021-11-05,Q3_2021,10-Q,-37,medium,negative,44.84067525721706
CVX,2018-02-23,FY2017,10-K,22,medium,negative,5.806451612903216
CVX,2022-05-05,Q1_2022,10-Q,-55,medium,negative,-5.1727946048620925
CVX,2020-02-22,FY2019,10-K,-45,medium,negative,nan
CVX,2022-08-05,Q2_2022,10-Q,-1,medium,negative,16.897711555387904
CVX,2022-11-04,Q3_2022,10-Q,17,medium,negative,18.223134917550624
CVX,2021-02-26,FY2020,10-K,87,medium,negative,nan
CVX,2022-02-25,FY2021,10-K,120,medium,negative,-15.841346538455383
CVX,2023-05-05,Q1_2023,10-Q,-17,medium,negative,1.7790746928978234
CVX,2023-11-03,Q3_2023,10-Q,-10,medium,negative,-6.014022275757019
CVX,2023-08-04,Q2_2023,10-Q,-20,medium,negative,9.793964762999433
CVX,2024-05-03,Q1_2024,10-Q,6,medium,negative,1.7036212653026424
CVX,2019-02-23,FY2018,10-K,18,medium,negative,8.938547486033514
CVX,2024-08-08,Q2_2024,10-Q,-72,medium,negative,-17.077298972167995
CVX,2024-11-08,Q3_2024,10-Q,-15,medium,negative,2.368932680043417
CVX,2025-05-09,Q1_2025,10-Q,-32,medium,negative,-6.813724808411803
CVX,2023-02-24,FY2022,10-K,131,medium,negative,-23.07550151076943
CVX,2025-08-08,Q2_2025,10-Q,-58,medium,negative,-16.383138227322533
DOV,2006-04-28,Q1_2006,10-Q,68,medium,negative,67.79661016949153
DOV,2006-10-25,Q3_2006,10-Q,72,medium,positive,2.4999999999999885
DOV,2006-07-26,Q2_2006,10-Q,100,medium,positive,-53.333333333333336
CVX,2024-02-27,FY2023,10-K,168,medium,negative,-62.11824742106664
CVX,2025-11-07,Q3_2025,10-Q,-77,medium,negative,7.761810872100951
DOV,2007-04-26,Q1_2007,10-Q,132,medium,positive,-20.253164556962027
DOV,2007-10-25,Q3_2007,10-Q,116,medium,negative,0.0
DOV,2008-04-24,Q1_2008,10-Q,160,medium,negative,2.7027027027027053
DOV,2007-07-26,Q2_2007,10-Q,119,medium,negative,6.329113924050624
DOV,2006-03-08,FY2005,10-K,118,medium,positive,0.0
DOV,2008-07-24,Q2_2008,10-Q,40,medium,negative,-22.826086956521745
DOV,2008-10-23,Q3_2008,10-Q,35,medium,negative,5.263157894736848
DOV,2009-04-23,Q1_2009,10-Q,-3,medium,negative,-52.459016393442624
CVX,2025-02-22,FY2024,10-K,117,medium,negative,-13.772682048609465
DOV,2009-07-25,Q2_2009,10-Q,14,medium,negative,36.8421052631579
DOV,2009-10-24,Q3_2009,10-Q,-52,medium,negative,49.999999999999986
DOV,2010-04-24,Q1_2010,10-Q,118,medium,negative,56.756756756756744
DOV,2007-03-01,FY2006,10-K,154,medium,positive,-14.705882352941188
DOV,2010-07-24,Q2_2010,10-Q,122,medium,negative,38.46153846153846
DOV,2008-02-29,FY2007,10-K,147,medium,positive,23.076923076923066
DOV,2010-10-23,Q3_2010,10-Q,7,medium,negative,45.1219512195122
DOV,2011-04-22,Q1_2011,10-Q,85,medium,negative,22.619047619047628
DOV,2009-02-21,FY2008,10-K,30,medium,negative,-19.75308641975309
DOV,2011-07-23,Q2_2011,10-Q,0,medium,negative,33.33333333333334
DOV,2010-02-20,FY2009,10-K,93,medium,negative,23.25581395348838
DOV,2012-04-19,Q1_2012,10-Q,0,medium,negative,6.060606060606066
DOV,2011-10-22,Q3_2011,10-Q,100,medium,negative,-11.650485436893202
DOV,2012-07-19,Q2_2012,10-Q,0,medium,negative,3.6036036036035863
DOV,2011-02-12,FY2010,10-K,100,medium,negative,51.428571428571445
DOV,2012-10-18,Q3_2012,10-Q,0,medium,negative,7.377049180327876
DOV,2013-04-18,Q1_2013,10-Q,0,medium,negative,13.20754716981131
DOV,2012-02-11,FY2011,10-K,173,medium,negative,60.63829787234044
DOV,2013-10-18,Q3_2013,10-Q,0,medium,negative,6.849315068493158
DOV,2013-07-19,Q2_2013,10-Q,0,medium,negative,56.557377049180324
DOV,2014-04-18,Q1_2014,10-Q,100,medium,negative,-7.920792079207917
DOV,2014-07-18,Q2_2014,10-Q,0,medium,negative,0.0
DOV,2015-04-22,Q1_2015,10-Q,0,medium,negative,82.85714285714288
DOV,2014-10-17,Q3_2014,10-Q,0,medium,negative,8.661417322834636
DOV,2015-07-22,Q2_2015,10-Q,0,medium,negative,104.95049504950494
DOV,2015-10-21,Q3_2015,10-Q,0,medium,negative,18.999999999999993
DOV,2013-02-16,FY2012,10-K,-9,medium,negative,-15.238095238095239
DOV,2016-04-22,Q1_2016,10-Q,100,medium,negative,14.285714285714276
DOV,2016-07-22,Q2_2016,10-Q,-141,medium,negative,-19.14893617021276
DOV,2017-04-21,Q1_2017,10-Q,100,medium,negative,142.22222222222226
DOV,2014-02-15,FY2013,10-K,-14,medium,negative,-11.718750000000009
DOV,2016-10-20,Q3_2016,10-Q,0,medium,negative,2.469135802469124
DOV,2017-07-21,Q2_2017,10-Q,0,medium,negative,6.122448979591842
DOV,2015-02-14,FY2014,10-K,-20,medium,negative,17.241379310344833
DOV,2018-04-28,Q1_2018,10-Q,33,medium,positive,-22.22222222222223
DOV,2017-10-20,Q3_2017,10-Q,-100,medium,negative,3.636363636363619
DOV,2018-07-20,Q2_2018,10-Q,-100,medium,negative,-18.750000000000007
DOV,2019-04-19,Q1_2019,10-Q,100,medium,negative,-34.72939896654882
DOV,2016-02-13,FY2015,10-K,-105,medium,negative,35.82089552238806
DOV,2018-10-19,Q3_2018,10-Q,100,medium,negative,-13.93442622950819
DOV,2019-07-19,Q2_2019,10-Q,0,medium,negative,-11.572824691487407
DOV,2017-02-11,FY2016,10-K,-68,medium,negative,18.390804597701152
DOV,2019-10-18,Q3_2019,10-Q,0,medium,negative,-7.519949268086466
DOV,2019-02-16,FY2018,10-K,49,medium,negative,-16.521739130434778
DOV,2020-04-22,Q1_2020,10-Q,100,medium,negative,0.6789589296412122
DOV,2020-07-23,Q2_2020,10-Q,-93,medium,negative,-7.035067237428116
DOV,2020-10-21,Q3_2020,10-Q,0,medium,negative,4.327315612809577
DOV,2018-02-10,FY2017,10-K,100,medium,negative,116.09195402298849
DOV,2021-04-21,Q1_2021,10-Q,0,medium,negative,10.470701248799235
DOV,2020-02-15,FY2019,10-K,182,medium,negative,-20.874644795959796
DOV,2021-07-21,Q2_2021,10-Q,0,medium,positive,-1.2543947219931435
DOV,2021-10-20,Q3_2021,10-Q,0,medium,negative,-2.167979201236676
DOV,2022-04-22,Q1_2022,10-Q,22,medium,negative,-14.59869598778104
DOV,2021-02-13,FY2020,10-K,126,medium,negative,-9.516019283945965
DOV,2022-07-22,Q2_2022,10-Q,55,medium,negative,-3.4474102181605857
DOV,2022-10-21,Q3_2022,10-Q,-24,medium,negative,-8.395967590493338
DOV,2023-04-27,Q1_2023,10-Q,-45,medium,negative,-15.22338378322152
DOV,2023-07-26,Q2_2023,10-Q,6,medium,negative,-21.585790615825086
DOV,2023-10-25,Q3_2023,10-Q,66,medium,negative,-11.523809114765648
DOV,2022-02-12,FY2021,10-K,89,medium,negative,49.17504403359734
DOV,2024-04-26,Q1_2024,10-Q,83,medium,negative,142.26442196888078
DOV,2024-07-26,Q2_2024,10-Q,8,medium,negative,-7.734056987788324
DOV,2024-10-25,Q3_2024,10-Q,5,medium,negative,15.38479219244894
DOV,2025-04-25,Q1_2025,10-Q,-49,medium,negative,-15.704673595372345
DOV,2023-02-11,FY2022,10-K,109,medium,negative,-13.198473778512204
DOV,2025-07-25,Q2_2025,10-Q,-53,medium,negative,-15.500970483903345
ECL,2006-05-05,Q1_2006,10-Q,216,medium,positive,0.0
DOV,2024-02-10,FY2023,10-K,110,medium,negative,-12.796224200494303
ECL,2006-03-01,FY2005,10-K,36,medium,negative,-100.0
ECL,2006-08-05,Q2_2006,10-Q,153,medium,positive,0.0
DOV,2025-10-24,Q3_2025,10-Q,-65,medium,negative,-12.62647218409881
ECL,2007-03-01,FY2006,10-K,102,medium,negative,-100.0
ECL,2006-11-04,Q3_2006,10-Q,152,medium,positive,0.0
ECL,2007-05-05,Q1_2007,10-Q,220,medium,positive,0.0
ECL,2007-08-04,Q2_2007,10-Q,232,medium,positive,9.999999999999995
DOV,2025-02-15,FY2024,10-K,-26,medium,negative,nan
ECL,2008-05-03,Q1_2008,10-Q,159,medium,positive,5.128205128205118
ECL,2007-11-03,Q3_2007,10-Q,178,medium,positive,-6.122448979591831
ECL,2008-02-26,FY2007,10-K,100,medium,negative,-100.0
ECL,2008-08-02,Q2_2008,10-Q,113,medium,positive,17.0212765957447
ECL,2009-02-28,FY2008,10-K,63,medium,negative,-100.0
ECL,2008-11-01,Q3_2008,10-Q,174,medium,positive,-9.090909090909099
ECL,2009-05-09,Q1_2009,10-Q,75,medium,negative,-27.272727272727277
ECL,2010-02-27,FY2009,10-K,66,medium,negative,-100.0
ECL,2009-08-08,Q2_2009,10-Q,48,medium,negative,-10.869565217391314
ECL,2011-02-26,FY2010,10-K,85,medium,negative,-100.0
ECL,2009-11-07,Q3_2009,10-Q,78,medium,negative,1.6949152542372898
ECL,2010-05-07,Q1_2010,10-Q,132,medium,negative,8.108108108108116
ECL,2011-05-06,Q1_2011,10-Q,124,medium,positive,-6.9767441860465045
ECL,2010-08-06,Q2_2010,10-Q,89,medium,positive,-3.571428571428574
ECL,2010-11-05,Q3_2010,10-Q,89,medium,positive,15.624999999999996
ECL,2011-08-05,Q2_2011,10-Q,49,medium,negative,-17.187499999999996
ECL,2011-11-01,Q3_2011,10-Q,131,medium,negative,-13.33333333333333
ECL,2012-02-29,FY2011,10-K,53,medium,negative,-100.0
ECL,2013-02-27,FY2012,10-K,35,medium,negative,-13.48314606741573
ECL,2012-05-04,Q1_2012,10-Q,165,medium,positive,-63.04347826086957
ECL,2013-05-03,Q1_2013,10-Q,154,medium,negative,-8.620689655172404
ECL,2012-08-03,Q2_2012,10-Q,118,medium,negative,-13.888888888888888
ECL,2012-10-31,Q3_2012,10-Q,169,medium,negative,-8.045977011494248
ECL,2014-03-01,FY2013,10-K,74,medium,negative,-12.264150943396226
ECL,2013-08-02,Q2_2013,10-Q,90,medium,negative,-15.853658536585366
ECL,2013-11-01,Q3_2013,10-Q,119,medium,negative,-1.960784313725492
ECL,2014-05-09,Q1_2014,10-Q,82,medium,negative,-16.216216216216218
ECL,2015-02-28,FY2014,10-K,10,medium,negative,-8.333333333333323
ECL,2014-08-08,Q2_2014,10-Q,82,medium,negative,0.990099009900991
ECL,2015-05-08,Q1_2015,10-Q,31,medium,negative,-6.097560975609748
ECL,2014-10-31,Q3_2014,10-Q,47,medium,negative,0.0
ECL,2015-08-07,Q2_2015,10-Q,50,medium,negative,-7.407407407407414
ECL,2015-11-03,Q3_2015,10-Q,123,medium,negative,-32.8125
ECL,2016-05-06,Q1_2016,10-Q,168,medium,negative,2.6666666666666687
ECL,2016-08-05,Q2_2016,10-Q,-9,medium,negative,-19.44444444444445
ECL,2017-05-05,Q1_2017,10-Q,-9,medium,negative,4.878048780487809
ECL,2016-11-04,Q3_2016,10-Q,-14,medium,negative,-0.7812500000000007
ECL,2017-08-04,Q2_2017,10-Q,-17,medium,negative,-10.619469026548662
ECL,2017-11-03,Q3_2017,10-Q,-24,medium,negative,-0.7407407407407414
ECL,2016-02-27,FY2015,10-K,15,medium,negative,-45.23809523809524
ECL,2018-05-04,Q1_2018,10-Q,109,medium,positive,-3.448275862068969
ECL,2017-02-25,FY2016,10-K,1,medium,negative,-3.8759689922480653
ECL,2018-08-03,Q2_2018,10-Q,80,medium,negative,-5.511811023622052
ECL,2018-11-02,Q3_2018,10-Q,140,medium,negative,-4.5161290322580685
ECL,2019-05-03,Q1_2019,10-Q,170,medium,negative,-0.5308305183230094
ECL,2018-02-24,FY2017,10-K,29,medium,negative,38.84892086330935
ECL,2019-08-02,Q2_2019,10-Q,167,medium,neutral,-10.741483249860087
ECL,2019-11-01,Q3_2019,10-Q,124,medium,negative,-6.815371361257465
ECL,2020-05-08,Q1_2020,10-Q,44,medium,negative,-8.784863929585681
ECL,2019-03-02,FY2018,10-K,106,medium,negative,-12.337662337662334
ECL,2021-05-07,Q1_2021,10-Q,115,medium,negative,-17.494797246542777
ECL,2020-08-07,Q2_2020,10-Q,86,medium,negative,nan
ECL,2020-10-31,Q3_2020,10-Q,-6,medium,negative,-24.01215805471125
ECL,2020-02-29,FY2019,10-K,193,medium,negative,-13.6837655016911
ECL,2021-08-06,Q2_2021,10-Q,151,medium,negative,-10.660368774144436
ECL,2021-10-30,Q3_2021,10-Q,13,medium,negative,-13.668842931251108
ECL,2022-05-06,Q1_2022,10-Q,216,medium,negative,-27.337902971879775
ECL,2022-08-05,Q2_2022,10-Q,64,medium,negative,-1.088937530337301
ECL,2021-02-27,FY2020,10-K,162,medium,negative,-16.663327857686596
ECL,2023-05-05,Q1_2023,10-Q,138,medium,negative,-4.928638508539037
ECL,2022-11-05,Q3_2022,10-Q,-6,medium,negative,-7.804606721882311
ECL,2023-08-04,Q2_2023,10-Q,94,medium,negative,-4.872984754861819
ECL,2023-11-03,Q3_2023,10-Q,104,medium,negative,-7.436584213014026
ECL,2024-05-03,Q1_2024,10-Q,105,medium,negative,7.032723571150568
ECL,2022-02-26,FY2021,10-K,122,medium,positive,-20.503275417931096
ECL,2024-08-03,Q2_2024,10-Q,103,medium,negative,2.205486820871432
ECL,2025-05-09,Q1_2025,10-Q,137,medium,negative,-5.722194733815643
ECL,2024-11-01,Q3_2024,10-Q,50,medium,negative,41.658613722217346
ECL,2023-02-25,FY2022,10-K,202,medium,negative,-25.71054271244388
ECL,2024-02-24,FY2023,10-K,231,medium,positive,-8.398136779122572
ECL,2025-08-08,Q2_2025,10-Q,139,medium,negative,-3.072700742231329
ECL,2025-10-31,Q3_2025,10-Q,111,medium,negative,-1.0039646704880894
ELV,2006-07-27,Q2_2006,10-Q,100,medium,negative,6.363636363636349
ELV,2006-04-27,Q1_2006,10-Q,-23,medium,negative,4.807692307692312
ECL,2025-02-22,FY2024,10-K,29,medium,negative,-7.647971871575046
